Time, Price
2019-10-01 00:00:00+00:00,8313.534666666668
2019-10-01 00:01:00+00:00,8302.504237288136
2019-10-01 00:02:00+00:00,8292.923333333332
2019-10-01 00:03:00+00:00,8271.495000000003
2019-10-01 00:04:00+00:00,8264.68254237288
2019-10-01 00:05:00+00:00,8266.827333333335
2019-10-01 00:06:00+00:00,8266.408135593216
2019-10-01 00:07:00+00:00,8257.903333333334
2019-10-01 00:08:00+00:00,8260.14
2019-10-01 00:09:00+00:00,8261.397627118644
2019-10-01 00:10:00+00:00,8257.124833333333
2019-10-01 00:11:00+00:00,8244.739830508472
2019-10-01 00:12:00+00:00,8247.520666666667
2019-10-01 00:13:00+00:00,8248.339491525423
2019-10-01 00:14:00+00:00,8253.38083333333
2019-10-01 00:15:00+00:00,8256.399
2019-10-01 00:16:00+00:00,8258.730677966098
2019-10-01 00:17:00+00:00,8263.399500000001
2019-10-01 00:18:00+00:00,8261.580508474577
2019-10-01 00:19:00+00:00,8259.382
2019-10-01 00:20:00+00:00,8254.246166666668
2019-10-01 00:21:00+00:00,8246.276271186443
2019-10-01 00:22:00+00:00,8247.547166666669
2019-10-01 00:23:00+00:00,8237.45813559322
2019-10-01 00:24:00+00:00,8236.818166666666
2019-10-01 00:25:00+00:00,8235.642542372882
2019-10-01 00:26:00+00:00,8244.509166666663
2019-10-01 00:27:00+00:00,8246.885166666667
2019-10-01 00:28:00+00:00,8242.215254237291
2019-10-01 00:29:00+00:00,8242.017500000004
2019-10-01 00:30:00+00:00,8239.760677966096
2019-10-01 00:31:00+00:00,8239.670999999998
2019-10-01 00:32:00+00:00,8233.445932203389
2019-10-01 00:33:00+00:00,8230.824500000002
2019-10-01 00:34:00+00:00,8224.867
2019-10-01 00:35:00+00:00,8219.276779661017
2019-10-01 00:36:00+00:00,8219.25933333333
2019-10-01 00:37:00+00:00,8219.249322033897
2019-10-01 00:38:00+00:00,8217.418666666668
2019-10-01 00:39:00+00:00,8224.805333333332
2019-10-01 00:40:00+00:00,8231.18779661017
2019-10-01 00:41:00+00:00,8233.81566666667
2019-10-01 00:42:00+00:00,8234.985254237283
2019-10-01 00:43:00+00:00,8236.907166666659
2019-10-01 00:44:00+00:00,8238.703389830514
2019-10-01 00:45:00+00:00,8238.89616666666
2019-10-01 00:46:00+00:00,8234.821166666668
2019-10-01 00:47:00+00:00,8226.041694915251
2019-10-01 00:48:00+00:00,8227.307499999999
2019-10-01 00:49:00+00:00,8225.976271186439
2019-10-01 00:50:00+00:00,8223.471
2019-10-01 00:51:00+00:00,8224.60474576271
2019-10-01 00:52:00+00:00,8223.692999999996
2019-10-01 00:53:00+00:00,8222.31183333333
2019-10-01 00:54:00+00:00,8223.341355932209
2019-10-01 00:55:00+00:00,8223.152999999998
2019-10-01 00:56:00+00:00,8222.319830508475
2019-10-01 00:57:00+00:00,8223.531333333329
2019-10-01 00:58:00+00:00,8224.253220338987
2019-10-01 00:59:00+00:00,8223.775499999996
2019-10-01 01:00:00+00:00,8224.157500000003
2019-10-01 01:01:00+00:00,8221.641186440675
2019-10-01 01:02:00+00:00,8220.669000000002
2019-10-01 01:03:00+00:00,8219.606949152536
2019-10-01 01:04:00+00:00,8219.610166666664
2019-10-01 01:05:00+00:00,8218.398666666671
2019-10-01 01:06:00+00:00,8208.89593220339
2019-10-01 01:07:00+00:00,8204.983166666663
2019-10-01 01:08:00+00:00,8210.09627118644
2019-10-01 01:09:00+00:00,8211.135166666667
2019-10-01 01:10:00+00:00,8210.797288135587
2019-10-01 01:11:00+00:00,8205.21433333333
2019-10-01 01:12:00+00:00,8222.419833333333
2019-10-01 01:13:00+00:00,8231.164406779659
2019-10-01 01:14:00+00:00,8234.498499999998
2019-10-01 01:15:00+00:00,8234.919491525423
2019-10-01 01:16:00+00:00,8238.598666666667
2019-10-01 01:17:00+00:00,8238.989
2019-10-01 01:18:00+00:00,8241.277118644064
2019-10-01 01:19:00+00:00,8240.0225
2019-10-01 01:20:00+00:00,8240.933728813556
2019-10-01 01:21:00+00:00,8242.932833333332
2019-10-01 01:22:00+00:00,8245.800338983052
2019-10-01 01:23:00+00:00,8247.725333333332
2019-10-01 01:24:00+00:00,8243.342999999999
2019-10-01 01:25:00+00:00,8245.685593220338
2019-10-01 01:26:00+00:00,8244.725999999995
2019-10-01 01:27:00+00:00,8242.99508474576
2019-10-01 01:28:00+00:00,8240.143999999998
2019-10-01 01:29:00+00:00,8231.540166666664
2019-10-01 01:30:00+00:00,8225.678305084743
2019-10-01 01:31:00+00:00,8225.364999999998
2019-10-01 01:32:00+00:00,8222.456440677966
2019-10-01 01:33:00+00:00,8221.359833333332
2019-10-01 01:34:00+00:00,8235.552542372881
2019-10-01 01:35:00+00:00,8243.837500000003
2019-10-01 01:36:00+00:00,8249.942999999997
2019-10-01 01:37:00+00:00,8257.014067796614
2019-10-01 01:38:00+00:00,8262.690166666665
2019-10-01 01:39:00+00:00,8258.917288135593
2019-10-01 01:40:00+00:00,8258.150833333331
2019-10-01 01:41:00+00:00,8255.35576271186
2019-10-01 01:42:00+00:00,8258.124666666668
2019-10-01 01:43:00+00:00,8271.727833333334
2019-10-01 01:44:00+00:00,8272.16813559322
2019-10-01 01:45:00+00:00,8276.961333333331
2019-10-01 01:46:00+00:00,8272.938644067804
2019-10-01 01:47:00+00:00,8270.261666666673
2019-10-01 01:48:00+00:00,8279.78516666667
2019-10-01 01:49:00+00:00,8282.374237288135
2019-10-01 01:50:00+00:00,8280.672499999995
2019-10-01 01:51:00+00:00,8288.080677966103
2019-10-01 01:52:00+00:00,8293.788
2019-10-01 01:53:00+00:00,8301.161355932201
2019-10-01 01:54:00+00:00,8296.830999999996
2019-10-01 01:55:00+00:00,8297.804166666665
2019-10-01 01:56:00+00:00,8293.305423728812
2019-10-01 01:57:00+00:00,8284.687166666663
2019-10-01 01:58:00+00:00,8287.230847457628
2019-10-01 01:59:00+00:00,8287.844166666659
2019-10-01 02:00:00+00:00,8292.4893220339
2019-10-01 02:01:00+00:00,8299.113333333333
2019-10-01 02:02:00+00:00,8304.513166666668
2019-10-01 02:03:00+00:00,8307.109322033899
2019-10-01 02:04:00+00:00,8291.7075
2019-10-01 02:05:00+00:00,8286.36610169491
2019-10-01 02:06:00+00:00,8301.758999999998
2019-10-01 02:07:00+00:00,8310.633666666667
2019-10-01 02:08:00+00:00,8314.629152542371
2019-10-01 02:09:00+00:00,8315.697166666667
2019-10-01 02:10:00+00:00,8316.972033898308
2019-10-01 02:11:00+00:00,8342.5265
2019-10-01 02:12:00+00:00,8351.197796610168
2019-10-01 02:13:00+00:00,8349.847666666665
2019-10-01 02:14:00+00:00,8356.036666666669
2019-10-01 02:15:00+00:00,8381.992033898307
2019-10-01 02:16:00+00:00,8400.554500000002
2019-10-01 02:17:00+00:00,8379.143898305087
2019-10-01 02:18:00+00:00,8374.29
2019-10-01 02:19:00+00:00,8359.829491525425
2019-10-01 02:20:00+00:00,8368.973999999997
2019-10-01 02:21:00+00:00,8377.333999999999
2019-10-01 02:22:00+00:00,8385.993559322034
2019-10-01 02:23:00+00:00,8384.507833333339
2019-10-01 02:24:00+00:00,8373.35898305085
2019-10-01 02:25:00+00:00,8381.31083333333
2019-10-01 02:26:00+00:00,8380.946166666668
2019-10-01 02:27:00+00:00,8384.554915254235
2019-10-01 02:28:00+00:00,8396.942166666668
2019-10-01 02:29:00+00:00,8403.419322033898
2019-10-01 02:30:00+00:00,8403.967666666666
2019-10-01 02:31:00+00:00,8394.913728813559
2019-10-01 02:32:00+00:00,8386.10766666667
2019-10-01 02:33:00+00:00,8381.522333333334
2019-10-01 02:34:00+00:00,8379.13677966102
2019-10-01 02:35:00+00:00,8376.977666666662
2019-10-01 02:36:00+00:00,8382.777627118647
2019-10-01 02:37:00+00:00,8391.196666666663
2019-10-01 02:38:00+00:00,8394.767288135596
2019-10-01 02:39:00+00:00,8394.366833333335
2019-10-01 02:40:00+00:00,8392.00916666666
2019-10-01 02:41:00+00:00,8394.937288135594
2019-10-01 02:42:00+00:00,8398.932666666668
2019-10-01 02:43:00+00:00,8399.022203389828
2019-10-01 02:44:00+00:00,8396.765166666668
2019-10-01 02:45:00+00:00,8390.446779661015
2019-10-01 02:46:00+00:00,8390.639833333338
2019-10-01 02:47:00+00:00,8390.907
2019-10-01 02:48:00+00:00,8392.224406779667
2019-10-01 02:49:00+00:00,8395.538499999999
2019-10-01 02:50:00+00:00,8406.782203389828
2019-10-01 02:51:00+00:00,8414.702833333335
2019-10-01 02:52:00+00:00,8414.104745762714
2019-10-01 02:53:00+00:00,8417.836499999998
2019-10-01 02:54:00+00:00,8425.260833333332
2019-10-01 02:55:00+00:00,8427.445084745763
2019-10-01 02:56:00+00:00,8420.496166666673
2019-10-01 02:57:00+00:00,8424.852033898305
2019-10-01 02:58:00+00:00,8431.958000000002
2019-10-01 02:59:00+00:00,8435.2375
2019-10-01 03:00:00+00:00,8431.617966101694
2019-10-01 03:01:00+00:00,8424.274000000001
2019-10-01 03:02:00+00:00,8436.157796610174
2019-10-01 03:03:00+00:00,8437.264833333336
2019-10-01 03:04:00+00:00,8445.024745762712
2019-10-01 03:05:00+00:00,8451.20416666667
2019-10-01 03:06:00+00:00,8462.957333333332
2019-10-01 03:07:00+00:00,8475.22169491525
2019-10-01 03:08:00+00:00,8475.5295
2019-10-01 03:09:00+00:00,8491.649322033896
2019-10-01 03:10:00+00:00,8491.159000000001
2019-10-01 03:11:00+00:00,8478.953898305084
2019-10-01 03:12:00+00:00,8486.080666666663
2019-10-01 03:13:00+00:00,8491.923166666667
2019-10-01 03:14:00+00:00,8490.976779661018
2019-10-01 03:15:00+00:00,8491.268666666665
2019-10-01 03:16:00+00:00,8495.234745762715
2019-10-01 03:17:00+00:00,8498.759166666667
2019-10-01 03:18:00+00:00,8510.552833333333
2019-10-01 03:19:00+00:00,8499.093050847461
2019-10-01 03:20:00+00:00,8498.066999999995
2019-10-01 03:21:00+00:00,8495.884237288132
2019-10-01 03:22:00+00:00,8487.287333333334
2019-10-01 03:23:00+00:00,8477.784237288139
2019-10-01 03:24:00+00:00,8469.030666666667
2019-10-01 03:25:00+00:00,8465.018166666667
2019-10-01 03:26:00+00:00,8460.120508474576
2019-10-01 03:27:00+00:00,8462.327333333336
2019-10-01 03:28:00+00:00,8472.251355932209
2019-10-01 03:29:00+00:00,8471.200166666666
2019-10-01 03:30:00+00:00,8469.963559322034
2019-10-01 03:31:00+00:00,8471.743833333334
2019-10-01 03:32:00+00:00,8476.982500000004
2019-10-01 03:33:00+00:00,8481.254067796612
2019-10-01 03:34:00+00:00,8475.879166666668
2019-10-01 03:35:00+00:00,8468.698135593217
2019-10-01 03:36:00+00:00,8459.878333333334
2019-10-01 03:37:00+00:00,8458.848499999998
2019-10-01 03:38:00+00:00,8456.62881355932
2019-10-01 03:39:00+00:00,8455.640833333335
2019-10-01 03:40:00+00:00,8463.531355932202
2019-10-01 03:41:00+00:00,8468.850166666663
2019-10-01 03:42:00+00:00,8465.245423728815
2019-10-01 03:43:00+00:00,8467.647333333336
2019-10-01 03:44:00+00:00,8469.1085
2019-10-01 03:45:00+00:00,8467.783389830509
2019-10-01 03:46:00+00:00,8466.088999999998
2019-10-01 03:47:00+00:00,8462.754406779659
2019-10-01 03:48:00+00:00,8454.731833333342
2019-10-01 03:49:00+00:00,8450.769166666663
2019-10-01 03:50:00+00:00,8444.257796610169
2019-10-01 03:51:00+00:00,8447.391000000003
2019-10-01 03:52:00+00:00,8446.189491525423
2019-10-01 03:53:00+00:00,8443.24733333333
2019-10-01 03:54:00+00:00,8439.469661016952
2019-10-01 03:55:00+00:00,8431.731333333335
2019-10-01 03:56:00+00:00,8432.348999999997
2019-10-01 03:57:00+00:00,8438.022711864405
2019-10-01 03:58:00+00:00,8433.460333333334
2019-10-01 03:59:00+00:00,8425.353559322033
2019-10-01 04:00:00+00:00,8420.3755
2019-10-01 04:01:00+00:00,8422.97813559322
2019-10-01 04:02:00+00:00,8431.413500000004
2019-10-01 04:03:00+00:00,8439.394833333334
2019-10-01 04:04:00+00:00,8443.596271186443
2019-10-01 04:05:00+00:00,8446.327333333333
2019-10-01 04:06:00+00:00,8446.823898305074
2019-10-01 04:07:00+00:00,8446.669166666667
2019-10-01 04:08:00+00:00,8437.266949152541
2019-10-01 04:09:00+00:00,8431.647500000003
2019-10-01 04:10:00+00:00,8433.098666666667
2019-10-01 04:11:00+00:00,8432.512372881358
2019-10-01 04:12:00+00:00,8439.865333333331
2019-10-01 04:13:00+00:00,8443.276779661017
2019-10-01 04:14:00+00:00,8442.46216666667
2019-10-01 04:15:00+00:00,8436.66254237288
2019-10-01 04:16:00+00:00,8434.930333333334
2019-10-01 04:17:00+00:00,8434.331666666669
2019-10-01 04:18:00+00:00,8434.90677966102
2019-10-01 04:19:00+00:00,8440.822
2019-10-01 04:20:00+00:00,8443.390338983048
2019-10-01 04:21:00+00:00,8444.260499999999
2019-10-01 04:22:00+00:00,8445.575166666664
2019-10-01 04:23:00+00:00,8446.80338983051
2019-10-01 04:24:00+00:00,8445.933833333333
2019-10-01 04:25:00+00:00,8447.310847457631
2019-10-01 04:26:00+00:00,8445.800500000003
2019-10-01 04:27:00+00:00,8447.385932203388
2019-10-01 04:28:00+00:00,8459.275333333337
2019-10-01 04:29:00+00:00,8455.577833333338
2019-10-01 04:30:00+00:00,8455.802372881359
2019-10-01 04:31:00+00:00,8454.456666666672
2019-10-01 04:32:00+00:00,8459.478305084749
2019-10-01 04:33:00+00:00,8464.155833333334
2019-10-01 04:34:00+00:00,8469.819833333333
2019-10-01 04:35:00+00:00,8476.522033898309
2019-10-01 04:36:00+00:00,8478.962000000001
2019-10-01 04:37:00+00:00,8480.865423728812
2019-10-01 04:38:00+00:00,8473.101333333332
2019-10-01 04:39:00+00:00,8470.362203389834
2019-10-01 04:40:00+00:00,8469.2825
2019-10-01 04:41:00+00:00,8465.503999999999
2019-10-01 04:42:00+00:00,8463.988983050845
2019-10-01 04:43:00+00:00,8464.479999999992
2019-10-01 04:44:00+00:00,8464.09762711865
2019-10-01 04:45:00+00:00,8461.741666666669
2019-10-01 04:46:00+00:00,8455.684745762708
2019-10-01 04:47:00+00:00,8455.492500000004
2019-10-01 04:48:00+00:00,8453.40683333333
2019-10-01 04:49:00+00:00,8447.28593220339
2019-10-01 04:50:00+00:00,8442.06333333333
2019-10-01 04:51:00+00:00,8436.745932203392
2019-10-01 04:52:00+00:00,8433.875666666669
2019-10-01 04:53:00+00:00,8437.141499999998
2019-10-01 04:54:00+00:00,8435.351016949155
2019-10-01 04:55:00+00:00,8437.271499999997
2019-10-01 04:56:00+00:00,8439.655932203392
2019-10-01 04:57:00+00:00,8441.018999999997
2019-10-01 04:58:00+00:00,8442.4993220339
2019-10-01 04:59:00+00:00,8443.527
2019-10-01 05:00:00+00:00,8443.607
2019-10-01 05:01:00+00:00,8447.089661016951
2019-10-01 05:02:00+00:00,8452.166499999998
2019-10-01 05:03:00+00:00,8457.33474576271
2019-10-01 05:04:00+00:00,8455.753333333332
2019-10-01 05:05:00+00:00,8455.284576271186
2019-10-01 05:06:00+00:00,8454.5485
2019-10-01 05:07:00+00:00,8454.43333333333
