Time,v60,spread60,v10,spread10,v2,spread2
2019-06-19 00:04:15.999999999 +0800 +08,273817.6894936598,14.800000000001091,23673.722448899996,4.030000000000655,240.79629065,0.12999999999919964
2019-06-19 00:04:17.999999999 +0800 +08,287659.21883561986,14.800000000001091,31280.99573309,4.770000000000437,15715.956229520001,2.609999999998763
2019-06-19 00:04:19.999999999 +0800 +08,283377.8289901199,14.800000000001091,32132.20587539,4.770000000000437,3653.1943936599996,0.8899999999994179
2019-06-19 00:04:21.999999999 +0800 +08,283242.9657011,14.800000000001091,24867.285245439998,4.770000000000437,972.3962225800001,0.4599999999991269
2019-06-19 00:04:23.999999999 +0800 +08,281737.04314276006,14.340000000000146,23970.158596720004,4.699999999998909,3387.81546031,2.5
2019-06-19 00:04:25.999999999 +0800 +08,281231.64753984,14.340000000000146,25926.265423410005,4.699999999998909,2196.90311734,0.9599999999991269
2019-06-19 00:04:27.999999999 +0800 +08,271985.5287162801,14.340000000000146,11293.400062099998,4.099999999998545,1083.09086821,2.529999999998836
2019-06-19 00:04:29.999999999 +0800 +08,274141.4548687101,14.55999999999949,16892.26122907,4.389999999999418,9252.05556063,4.229999999999563
2019-06-19 00:04:31.999999999 +0800 +08,272936.44247105,14.55999999999949,16991.22880977,4.389999999999418,1071.36380328,1.3100000000013097
2019-06-19 00:04:33.999999999 +0800 +08,274238.25787161995,14.55999999999949,17184.08672512,4.389999999999418,3580.6733756599997,0.020000000000436557
2019-06-19 00:04:35.999999999 +0800 +08,273356.29500233993,14.479999999999563,18631.791192270004,4.389999999999418,3644.60758449,1.5100000000002183
2019-06-19 00:04:37.999999999 +0800 +08,273330.4451484099,13.760000000000218,19308.584060510002,4.229999999999563,1759.88373645,0
2019-06-19 00:04:39.999999999 +0800 +08,273576.4470711999,13.540000000000873,11327.71099145,2.6300000000010186,1271.18249157,0.5200000000004366
2019-06-19 00:04:41.999999999 +0800 +08,292646.8669462999,13.590000000000146,30436.453997230004,2.75,20180.10680906,2.719999999999345
2019-06-19 00:04:43.999999999 +0800 +08,298448.2793454299,13.409999999999854,34724.962001750006,3.1900000000005093,7869.18138018,0.4899999999997817
2019-06-19 00:04:45.999999999 +0800 +08,298507.77260423993,13.709999999999127,32708.331336990006,3.4899999999997817,1627.97691973,0.21999999999934516
2019-06-19 00:04:47.999999999 +0800 +08,270904.9271824198,15.170000000000073,36429.94448956,6.780000000000655,5481.496889020001,3.3000000000010914
2019-06-19 00:04:49.999999999 +0800 +08,274752.0089569797,14.260000000000218,41994.21046218999,6.770000000000437,6835.4484642,1.639999999999418
2019-06-19 00:04:51.999999999 +0800 +08,295227.30371018976,14.239999999999782,45184.86438127999,4.239999999999782,23370.760728149995,2.4400000000005093
2019-06-19 00:04:53.999999999 +0800 +08,265511.7038091699,11.540000000000873,41215.75642263,4.239999999999782,3900.07342153,0.010000000000218279
2019-06-19 00:04:55.999999999 +0800 +08,259477.2350395499,11.540000000000873,44825.22518034,4.239999999999782,5237.4456774400005,0.07999999999992724
2019-06-19 00:04:57.999999999 +0800 +08,264908.0184538699,11.540000000000873,50663.23765343,4.0899999999983265,11319.50936211,3.349999999998545
2019-06-19 00:04:59.999999999 +0800 +08,264756.8748170299,11.540000000000873,45747.70467901001,4.029999999998836,1919.9154897800001,1.429999999998472
2019-06-19 00:05:01.999999999 +0800 +08,268047.00438830984,9.430000000000291,27969.48365552,3.3799999999991996,5592.53970466,0.36999999999898137
2019-06-19 00:05:03.999999999 +0800 +08,187372.57190855,9.090000000000146,34366.08215560001,3.359999999998763,10296.671921609997,1.4799999999995634
2019-06-19 00:05:05.999999999 +0800 +08,179368.83880305997,9.090000000000146,33603.50322115001,3.359999999998763,4474.866742990001,2.9500000000007276
2019-06-19 00:05:07.999999999 +0800 +08,182838.03822584992,9.090000000000146,33861.876227160006,4.670000000000073,11577.88236812,3.4099999999998545
2019-06-19 00:05:09.999999999 +0800 +08,181593.47653271997,9.090000000000146,33499.383295609994,4.670000000000073,1557.42255823,0.6200000000008004
2019-06-19 00:05:11.999999999 +0800 +08,178451.0434065099,9.090000000000146,33001.72731727001,6.549999999999272,5094.88372632,1.859999999998763
2019-06-19 00:05:13.999999999 +0800 +08,187232.29152557,9.090000000000146,35771.24562375,8.6200000000008,13066.19022809,3.75
2019-06-19 00:05:15.999999999 +0800 +08,189041.43408908,10.739999999999782,33346.31773492,9.289999999999054,2049.93885416,3.969999999999345
2019-06-19 00:05:17.999999999 +0800 +08,186440.18798362007,11.790000000000873,34883.14549086001,7.550000000001091,13114.71012406,2.5200000000004366
2019-06-19 00:05:19.999999999 +0800 +08,185509.41527457,13.989999999999782,36048.14461724002,9.109999999998763,2722.42168461,4.619999999998981
2019-06-19 00:05:21.999999999 +0800 +08,189252.19591708,14.380000000001019,35668.437756010004,9.319999999999709,4715.17686509,4.100000000000364
2019-06-19 00:05:23.999999999 +0800 +08,297994.27324267995,15.470000000001164,134732.14031383002,8.700000000000728,112129.89278591002,6.180000000000291
2019-06-19 00:05:25.999999999 +0800 +08,299371.65612292005,15.470000000001164,136256.48745724998,6.200000000000728,3574.28599758,3.650000000001455
2019-06-19 00:05:27.999999999 +0800 +08,303639.6801630999,18.38000000000102,128492.89224158003,9.090000000000146,5351.11490839,7.530000000000655
2019-06-19 00:05:29.999999999 +0800 +08,297016.6742688099,18.38000000000102,128399.52022331003,9.090000000000146,2629.04966634,2.109999999998763
2019-06-19 00:05:31.999999999 +0800 +08,306076.67434462986,18.38000000000102,133815.70723732008,9.090000000000146,10131.3638791,6.329999999999927
2019-06-19 00:05:33.999999999 +0800 +08,336569.57813160983,18.38000000000102,55759.391614049986,8.909999999999854,34073.57716263999,6.399999999999636
2019-06-19 00:05:35.999999999 +0800 +08,336423.83032685984,18.38000000000102,55683.96539621,8.909999999999854,3498.85977974,1.430000000000291
2019-06-19 00:05:37.999999999 +0800 +08,337997.4333746598,18.38000000000102,53666.33727206999,8.340000000000146,3333.4867842500003,2.7600000000002183
2019-06-19 00:05:39.999999999 +0800 +08,338732.2203486398,18.38000000000102,53043.25707128,8.340000000000146,2005.9694655500002,2.139999999999418
2019-06-19 00:05:41.999999999 +0800 +08,320696.45115936996,18.38000000000102,45056.230811969996,6.399999999999636,2144.3376197899997,2.040000000000873
2019-06-19 00:05:43.999999999 +0800 +08,314441.75820269005,18.38000000000102,12597.14207283,2.7600000000002183,1614.4884235,1
2019-06-19 00:05:45.999999999 +0800 +08,312983.91415546,18.38000000000102,9268.41516559,2.7600000000002183,170.1328725,0
2019-06-19 00:05:47.999999999 +0800 +08,308197.24964095006,18.229999999999563,6629.76075585,2.139999999999418,694.83237451,1.360000000000582
2019-06-19 00:05:49.999999999 +0800 +08,304967.7068904901,18.229999999999563,8229.697004040001,2.040000000000873,3605.90571374,0.3400000000001455
2019-06-19 00:05:51.999999999 +0800 +08,283376.12822426984,18.229999999999563,7864.54144618,1.3700000000008004,1779.1820619300001,1.2199999999993452
2019-06-19 00:05:53.999999999 +0800 +08,283646.0900458799,18.229999999999563,10420.08826582,3.2599999999983993,4170.03524314,3.2599999999983993
2019-06-19 00:05:55.999999999 +0800 +08,292725.13019678,18.229999999999563,24566.441221660003,3.2599999999983993,14316.485828339999,0.5600000000013097
2019-06-19 00:05:57.999999999 +0800 +08,282581.6912079901,18.19000000000051,25047.679220470003,3.2599999999983993,1176.07037332,0.040000000000873115
2019-06-19 00:05:59.999999999 +0800 +08,297526.5174709302,18.19000000000051,38306.515259449996,3.2599999999983993,16864.74175272,1.3400000000001455
2019-06-19 00:06:01.999999999 +0800 +08,296905.83924415015,18.19000000000051,41499.1946754,3.2599999999983993,4971.86147788,1.2899999999990541
2019-06-19 00:06:03.999999999 +0800 +08,288596.66128189006,18.19000000000051,39316.65339161,1.4700000000011642,1987.49395935,1.3700000000008004
2019-06-19 00:06:05.999999999 +0800 +08,310546.34219758,16.93000000000029,51424.715221950006,3.1700000000000728,26424.54765868,2.149999999999636
2019-06-19 00:06:07.999999999 +0800 +08,299745.5525583499,14.140000000001237,51025.73757752,3.1700000000000728,777.0927288900001,1.0500000000010914
2019-06-19 00:06:09.999999999 +0800 +08,328214.0623617999,13.5,64186.92818647997,5.779999999998836,30025.932361680003,1.7999999999992724
2019-06-19 00:06:11.999999999 +0800 +08,333363.4652962499,13.319999999999709,69459.35336936999,5.729999999999563,10244.28666077,1.5799999999999272
2019-06-19 00:06:13.999999999 +0800 +08,321746.09471885,11.610000000000582,68920.67906071,5.329999999999927,1448.81965069,2.139999999999418
2019-06-19 00:06:15.999999999 +0800 +08,321410.38898466993,9.110000000000582,44210.36452201,4.930000000000291,1714.2331199799999,2.100000000000364
2019-06-19 00:06:17.999999999 +0800 +08,320334.07969485,9.090000000000146,55471.67262736,2.319999999999709,12038.40083424,1.3000000000010914
2019-06-19 00:06:19.999999999 +0800 +08,333605.52153543016,9.090000000000146,41439.60379087,3.2700000000004366,15993.863525190001,2.5500000000010914
2019-06-19 00:06:21.999999999 +0800 +08,330738.2329173701,9.090000000000146,33043.20537713,3.2700000000004366,1847.88824703,1.3499999999985448
2019-06-19 00:06:23.999999999 +0800 +08,223461.15076477002,8.909999999999854,36447.19635975,3.25,4852.8106333099995,1.0399999999990541
2019-06-19 00:06:25.999999999 +0800 +08,222649.69649427006,8.909999999999854,37495.79496685,2.6200000000008004,2762.83172708,0.7399999999997817
2019-06-19 00:06:27.999999999 +0800 +08,223707.43662367002,8.340000000000146,31866.249170400002,2.5500000000010914,6408.85503779,0.4899999999997817
2019-06-19 00:06:29.999999999 +0800 +08,235981.59530681005,8.340000000000146,30775.593994689996,3.9200000000000728,14903.208349480003,3.650000000001455
2019-06-19 00:06:31.999999999 +0800 +08,228699.97013161008,7.639999999999418,31777.444451559997,3.650000000001455,2849.7387039000005,3.1199999999989814
2019-06-19 00:06:33.999999999 +0800 +08,199474.2382883201,6.860000000000582,31772.479137599996,3.650000000001455,4847.845319349999,2.069999999999709
2019-06-19 00:06:35.999999999 +0800 +08,198669.93350426015,6.860000000000582,31704.2024062,3.650000000001455,2694.5549956800005,0.09000000000014552
2019-06-19 00:06:37.999999999 +0800 +08,198224.72925143017,6.8400000000001455,28183.629899829997,5.140000000001237,2888.2825314199995,1.4500000000007276
2019-06-19 00:06:39.999999999 +0800 +08,197386.42887859017,8.640000000001237,14448.09064306,7.270000000000437,1167.6690927099999,3.780000000000655
2019-06-19 00:06:41.999999999 +0800 +08,197897.97797109018,8.5,14254.23865145,6.100000000000364,2655.8867122899997,1.4200000000000728
2019-06-19 00:06:43.999999999 +0800 +08,199950.61601621017,8.5,13073.519800719998,4.100000000000364,3667.1264686199993,2.5099999999983993
2019-06-19 00:06:45.999999999 +0800 +08,201602.64360148014,8.5,12201.12526281,3.970000000001164,1822.16045777,1.1599999999998545
2019-06-19 00:06:47.999999999 +0800 +08,204782.0786511301,8.5,13187.110155549997,3.9200000000000728,3874.2674241600002,2.319999999999709
2019-06-19 00:06:49.999999999 +0800 +08,204080.2920031001,8.5,14923.560128549998,3.599999999998545,2904.11906571,0.6299999999991996
2019-06-19 00:06:51.999999999 +0800 +08,204837.9823236101,8.5,14804.545798699997,3.599999999998545,2536.8723824400004,0.7199999999993452
2019-06-19 00:06:53.999999999 +0800 +08,227612.98529518014,8.220000000001164,38082.45754478999,3.7000000000007276,26945.03821471,3.1599999999998545
2019-06-19 00:06:55.999999999 +0800 +08,262143.32431325005,8.660000000001673,85107.12193342998,7.06000000000131,48846.82484641,6.280000000000655
2019-06-19 00:06:57.999999999 +0800 +08,299992.3253891901,11.540000000000873,120257.92595852999,9.819999999999709,39025.07144926001,3.0599999999994907
2019-06-19 00:06:59.999999999 +0800 +08,289247.6596663799,17.220000000001164,123473.88292272997,15.079999999999927,6120.076029909999,3.430000000000291
2019-06-19 00:07:01.999999999 +0800 +08,286118.45709698985,19.100000000000364,122779.66944877995,16.959999999999127,1842.65890849,1.9399999999986903
2019-06-19 00:07:03.999999999 +0800 +08,286166.61628164985,19.100000000000364,97870.28437807997,16.719999999999345,2035.6531440099998,0.17000000000007276
2019-06-19 00:07:05.999999999 +0800 +08,262349.66641261,19.100000000000364,51631.057321310014,10.619999999998981,2607.59778964,1.5899999999983265
2019-06-19 00:07:07.999999999 +0800 +08,272616.55353857996,19.1200000000008,23649.965726910006,5.329999999999927,11043.97985486,4.940000000000509
2019-06-19 00:07:09.999999999 +0800 +08,245530.81421334,19.1200000000008,20470.082733439995,4.940000000000509,2940.1930364399996,0.42000000000007276
2019-06-19 00:07:11.999999999 +0800 +08,244502.10714951003,19.570000000001528,27843.003421889996,5.390000000001237,9215.579596939999,2.5
2019-06-19 00:07:13.999999999 +0800 +08,247702.15268574,19.579999999999927,30456.215464799992,5.399999999999636,4648.865186919999,2.109999999998763
2019-06-19 00:07:15.999999999 +0800 +08,252199.93952237998,19.579999999999927,34060.63763177999,5.399999999999636,6212.01995662,0.7800000000006548
2019-06-19 00:07:17.999999999 +0800 +08,245350.59557682008,20.410000000001673,28205.7146656,3.3400000000001455,5189.056888679999,2.290000000000873
2019-06-19 00:07:19.999999999 +0800 +08,230773.4401559701,20.410000000001673,26682.229733499997,3.3400000000001455,1416.7081043399999,0.27000000000043656
2019-06-19 00:07:21.999999999 +0800 +08,231980.67148730007,20.410000000001673,20521.769714919996,2.9400000000005093,3055.11957836,0.3599999999987631
2019-06-19 00:07:23.999999999 +0800 +08,231898.9977970101,20.410000000001673,20644.04147102,4.030000000000655,4771.136943020001,2.6999999999989086
2019-06-19 00:07:25.999999999 +0800 +08,229159.7734479001,20.410000000001673,14455.628892369996,4.030000000000655,23.607377969999998,0.11000000000058208
2019-06-19 00:07:27.999999999 +0800 +08,234689.84537309007,21.200000000000728,21205.498966670002,4.819999999999709,11938.92696298,3.3400000000001455
